codigo,distrito,departamento,municipio,establecimiento,direccion,telefono,supervisor,director,nivel,sector,area,status,modalidad,jornada,plan,departamental,departamento_origen,establecimiento_norm,establecimiento_nota,direccion_norm,direccion_nota,telefonos_list,telefono_norm,codigo_flag_valido,distrito_flag_valido,departamento_norm,municipio_norm,id_establecimiento_canon,llave_canonica
12-06-0006-46,12-105,SAN MARCOS,CONCEPCION TUTUAPA,"INSTITUTO TECNOLOGICO PARTICULAR MIXTO ""CONCEPCION""",CABECERA MUNICIPAL CONCEPCIÓN TUTUAPA,59586475,MISAEL ELICEO MORALES RAMOS,GLADIS YOLANDA ALMENGOR OROZCO,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE|VESPERTINA,FIN DE SEMANA,SAN MARCOS,SanMarcos,Instituto Tecnologico Particular Mixto Concepcion,,CABECERA MUNICIPAL CONCEPCIÓN TUTUAPA,,['+502 5958 6475'],+502 5958 6475,True,True,SAN MARCOS,CONCEPCION TUTUAPA,INSTITUTO TECNOLOGICO PARTICULAR MIXTO CONCEPCION CABECERA MUNICIPAL CONCEPCION TUTUAPA CONCEPCION TUTUAPA,6264819989482333421
12-01-0173-46,12-063,SAN MARCOS,SAN MARCOS,"INSTITUTO TECNOLOGICO PARTICULAR ""SAN MARCOS""","8A. CALLE ""B"" 6-10 ZONA 2",77604294,HELIUV EDILZAR VASQUEZ NAVARRO,VICTOR ALFREDO CITÉ ORDOÑEZ,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,DIARIO(REGULAR),SAN MARCOS,SanMarcos,Instituto Tecnologico Particular San Marcos,,8A. CALLE B 6 - 10 ZONA 2,,['+502 7760 4294'],+502 7760 4294,True,True,SAN MARCOS,SAN MARCOS,INSTITUTO TECNOLOGICO PARTICULAR SAN MARCOS 8A CALLE B 6 10 ZONA 2 SAN MARCOS,-7276798753017613097
19-02-1188-46,19-005,ZACAPA,ESTANZUELA,INSTITUTO TECNOLOGICO POR COOPERATIVA DE ENSEÑANZA,"4TA. AVENIDA ZONA 4, BARRIO SAN CAYETANO",79336167,EDNA EDITH RAMIREZ CORDON,ALAND RAÚL ARELLANO CHEGÜÉN,DIVERSIFICADO,COOPERATIVA,URBANA,ABIERTA,MONOLINGUE,DOBLE,DIARIO(REGULAR),ZACAPA,Zacapa,Instituto Tecnologico por Cooperativa de Enseñanza,,"4TA. AVENIDA ZONA 4, BARRIO SAN CAYETANO",,['+502 7933 6167'],+502 7933 6167,True,True,ZACAPA,ESTANZUELA,INSTITUTO TECNOLOGICO POR COOPERATIVA DE ENSENANZA 4TA AVENIDA ZONA 4 BARRIO SAN CAYETANO ESTANZUELA,705441354331761739
04-06-0075-46,04-021,CHIMALTENANGO,TECPAN GUATEMALA,INSTITUTO TECNOLÓGICO POR COOPERATIVA,"TERCER CALLEJÓN SECTOR PACHAJ, BARRIO SAN ANTONIO ZONA 4",50170989,JUAN MANUEL COLO RUCUCH,MIRIAM YANETTE RIVERA ALVARADO,DIVERSIFICADO,COOPERATIVA,URBANA,ABIERTA,MONOLINGUE,DOBLE|VESPERTINA,DIARIO(REGULAR),CHIMALTENANGO,Chimaltenango,Instituto Tecnológico por Cooperativa,,"TERCER CALLEJÓN SECTOR PACHAJ, BARRIO SAN ANTONIO ZONA 4",,['+502 5017 0989'],+502 5017 0989,True,True,CHIMALTENANGO,TECPAN GUATEMALA,INSTITUTO TECNOLOGICO POR COOPERATIVA TERCER CALLEJON SECTOR PACHAJ BARRIO SAN ANTONIO ZONA 4 TECPAN GUATEMALA,4536370681578760951
09-20-0087-46,09-028,QUETZALTENANGO,COATEPEQUE,INSTITUTO TECNOLOGICO PRIVADO DE COATEPEQUE,9A. AVENIDA 1-34 ZONA 1,77755176,MANFIELD FRANCISCO CASTAÑON DE LEON,BILMA LOIDY LÓPEZ MONZÓN,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE|MATUTINA|VESPERTINA,DIARIO(REGULAR),QUETZALTENANGO,Quetzaltenango,Instituto Tecnologico Privado de Coatepeque,,9A. AVENIDA 1 - 34 ZONA 1,,['+502 7775 5176'],+502 7775 5176,True,True,QUETZALTENANGO,COATEPEQUE,INSTITUTO TECNOLOGICO PRIVADO DE COATEPEQUE 9A AVENIDA 1 34 ZONA 1 COATEPEQUE,1361128050712085225
09-20-0132-46,09-028,QUETZALTENANGO,COATEPEQUE,INSTITUTO TECNOLÓGICO PRIVADO DE COATEPEQUE,9A. AV. 1-34 ZONA 1 COLONIA SANTA ELENA BARRIO SAN MARCOS,77755176,MANFIELD FRANCISCO CASTAÑON DE LEON,BILMA LOIDY LÓPEZ MONZÓN,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,SIN JORNADA,SEMIPRESENCIAL (FIN DE SEMANA),QUETZALTENANGO,Quetzaltenango,Instituto Tecnológico Privado de Coatepeque,,9A. AVENIDA 1 - 34 ZONA 1 COLONIA SANTA ELENA BARRIO SAN MARCOS,,['+502 7775 5176'],+502 7775 5176,True,True,QUETZALTENANGO,COATEPEQUE,INSTITUTO TECNOLOGICO PRIVADO DE COATEPEQUE 9A AVENIDA 1 34 ZONA 1 COLONIA SANTA ELENA BARRIO SAN MARCOS COATEPEQUE,-1133173208521353710
09-01-0147-46,09-002,QUETZALTENANGO,QUETZALTENANGO,INSTITUTO TECNOLÓGICO PRIVADO DE OCCIDENTE,"2A. CALLE 5-13 ZONA 9, COLONIA FLORESTA",77671956,ROSEMERY GUADALUPE PIEDRASANTA GRAMAJO DE SIGUENZA,ALVARO GUILLERMO ARELLANO RODAS,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA|VESPERTINA,DIARIO(REGULAR),QUETZALTENANGO,Quetzaltenango,Instituto Tecnológico Privado de Occidente,,"2A. CALLE 5 - 13 ZONA 9, COLONIA FLORESTA",,['+502 7767 1956'],+502 7767 1956,True,True,QUETZALTENANGO,QUETZALTENANGO,INSTITUTO TECNOLOGICO PRIVADO DE OCCIDENTE 2A CALLE 5 13 ZONA 9 COLONIA FLORESTA QUETZALTENANGO,-6213827312224499597
09-01-0493-46,09-002,QUETZALTENANGO,QUETZALTENANGO,INSTITUTO TECNOLÓGICO PRIVADO DE OCCIDENTE,"2A. CALLE ""A"" 5-13 ZONA 9",77635145,ROSEMERY GUADALUPE PIEDRASANTA GRAMAJO DE SIGUENZA,ALVARO GUILLERMO ARELLANO RODAS,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,SIN JORNADA|DOBLE,SEMIPRESENCIAL (UN DÍA A LA SEMANA),QUETZALTENANGO,Quetzaltenango,Instituto Tecnológico Privado de Occidente,,2A. CALLE A 5 - 13 ZONA 9,,['+502 7763 5145'],+502 7763 5145,True,True,QUETZALTENANGO,QUETZALTENANGO,INSTITUTO TECNOLOGICO PRIVADO DE OCCIDENTE 2A CALLE A 5 13 ZONA 9 QUETZALTENANGO,8969755449647080820
20-01-0315-46,20-027,CHIQUIMULA,CHIQUIMULA,INSTITUTO TECNOLÓGICO PRIVADO DE ORIENTE,4TA. AVENIDA 4-20 ZONA 1,79421528,SILVIA MARILENA BUEZO MARTINEZ,SALOMON ELIASIB ALVAREZ CORDÓN,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,SIN JORNADA|DOBLE|DOBLE|MATUTINA,SEMIPRESENCIAL (UN DÍA A LA SEMANA),CHIQUIMULA,Chiquimula,Instituto Tecnologico Privado de Oriente,,4TA. AVENIDA 4 - 20 ZONA 1,,['+502 7942 1528'],+502 7942 1528,True,True,CHIQUIMULA,CHIQUIMULA,INSTITUTO TECNOLOGICO PRIVADO DE ORIENTE 4TA AVENIDA 4 20 ZONA 1 CHIQUIMULA,-7670491879956440378
06-02-0080-46,06-027,SANTA ROSA,BARBERENA,"INSTITUTO TECNOLOGICO PRIVADO DE SANTA ROSA ""CRISTO VIVE""","4A. AVENIDA 1-074, ZONA 1",78227801,YESENIA ALEJANDRA HERRERA MONTERROSO DE PIVARAL,GUILLERMO ARTURO LINARES VELÁSQUEZ,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA|VESPERTINA|INTERMEDIA|NOCTURNA|DOBLE|SIN JORNADA,DIARIO(REGULAR),SANTA ROSA,SantaRosa,Instituto Tecnologico Privado de Santa Rosa Cristo Vive,,"4A. AVENIDA 1 - 074, ZONA 1",,['+502 7822 7801'],+502 7822 7801,True,True,SANTA ROSA,BARBERENA,INSTITUTO TECNOLOGICO PRIVADO DE SANTA ROSA CRISTO VIVE 4A AVENIDA 1 074 ZONA 1 BARBERENA,-6444409138590956608
06-02-0102-46,06-027,SANTA ROSA,BARBERENA,"INSTITUTO TECNOLÓGICO PRIVADO DE SANTA ROSA ""CRISTO VIVE""",4A. AVENIDA 1-074 ZONA 1 BARBERENA,78227801,YESENIA ALEJANDRA HERRERA MONTERROSO DE PIVARAL,GUILLERMO ARTURO LINARES VELÁSQUEZ,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,NOCTURNA,DIARIO(REGULAR),SANTA ROSA,SantaRosa,Instituto Tecnológico Privado de Santa Rosa Cristo Vive,,4A. AVENIDA 1 - 074 ZONA 1 BARBERENA,,['+502 7822 7801'],+502 7822 7801,True,True,SANTA ROSA,BARBERENA,INSTITUTO TECNOLOGICO PRIVADO DE SANTA ROSA CRISTO VIVE 4A AVENIDA 1 074 ZONA 1 BARBERENA BARBERENA,1326383406287123782
12-29-0039-46,12-053,SAN MARCOS,SAN LORENZO,"INSTITUTO TECNOLOGICO PRIVADO MIXTO EVANGELICO ""SUNESIS""",CABECERA MUNICIPAL,51786859,AMILCAR ROCAEL VELASQUEZ OROZCO,MIRIAM YANETH MÉNDEZ LÓPEZ,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,SIN JORNADA|MATUTINA,SEMIPRESENCIAL (UN DÍA A LA SEMANA),SAN MARCOS,SanMarcos,Instituto Tecnologico Privado Mixto Evangelico Sunesis,,CABECERA MUNICIPAL,,['+502 5178 6859'],+502 5178 6859,True,True,SAN MARCOS,SAN LORENZO,INSTITUTO TECNOLOGICO PRIVADO MIXTO EVANGELICO SUNESIS CABECERA MUNICIPAL SAN LORENZO,-6567831669483071294
12-29-0026-46,12-053,SAN MARCOS,SAN LORENZO,INSTITUTO TECNOLOGICO PRIVADO MIXTO EVANGELICO SUNESIS,SAN LORENZO,46348954,AMILCAR ROCAEL VELASQUEZ OROZCO,MIRIAM YANETH MÉNDEZ LÓPEZ,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE|VESPERTINA,FIN DE SEMANA,SAN MARCOS,SanMarcos,Instituto Tecnologico Privado Mixto Evangelico Sunesis,,SAN LORENZO,,['+502 4634 8954'],+502 4634 8954,True,True,SAN MARCOS,SAN LORENZO,INSTITUTO TECNOLOGICO PRIVADO MIXTO EVANGELICO SUNESIS SAN LORENZO SAN LORENZO,1691758407423868080
12-02-0150-46,12-006,SAN MARCOS,SAN PEDRO SACATEPEQUEZ,"INSTITUTO TECNOLÓGICO PRIVADO URBANO MIXTO ""FERDINAND LASSALLE""","5TA. CALLE (CALLE LA REFORMA) 7-28, ZONA 2 SAN PEDRO SACATEPÉQUEZ",77607345,LUIS ALFREDO MAZARIEGOS SCOT,LUIS WOSBELÍ NAVARRO BRAVO,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE|VESPERTINA|SIN JORNADA,FIN DE SEMANA,SAN MARCOS,SanMarcos,Instituto Tecnológico Privado Urbano Mixto Ferdinand Lassalle,,"5TA. CALLE (CALLE LA REFORMA) 7 - 28, ZONA 2 SAN PEDRO SACATEPÉQUEZ",,['+502 7760 7345'],+502 7760 7345,True,True,SAN MARCOS,SAN PEDRO SACATEPEQUEZ,INSTITUTO TECNOLOGICO PRIVADO URBANO MIXTO FERDINAND LASSALLE 5TA CALLE CALLE LA REFORMA 7 28 ZONA 2 SAN PEDRO SACATEPEQUEZ SAN PEDRO SACATEPEQUEZ,5055081813070541080
10-01-0234-46,10-019,SUCHITEPEQUEZ,MAZATENANGO,INSTITUTO TECNOLOGICO PRIVADO URBANO MIXTO FERDINAND LASSALLE,"AVENIDA DEL ESTADIO 2-50 CANTON RAYOS DEL SOL, ZONA 2",78727363,REYNA DEL ROSARIO CHAVEZ BARROW DE PACHECO,MARVIN GUSTAVO OROZCO BAUTISTA,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA|DOBLE,DIARIO(REGULAR),SUCHITEPÉQUEZ,Suchitepequez,Instituto Tecnologico Privado Urbano Mixto Ferdinand Lassalle,,"AVENIDA DEL ESTADIO 2 - 50 CANTON RAYOS DEL SOL, ZONA 2",,['+502 7872 7363'],+502 7872 7363,True,True,SUCHITEPEQUEZ,MAZATENANGO,INSTITUTO TECNOLOGICO PRIVADO URBANO MIXTO FERDINAND LASSALLE AVENIDA DEL ESTADIO 2 50 CANTON RAYOS DEL SOL ZONA 2 MAZATENANGO,2302884032645903564
05-02-0265-46,05-007,ESCUINTLA,SANTA LUCIA COTZUMALGUAPA,INSTITUTO TECNOLÓGICO PROESUR,KM. 92.5 CARRETERA A MAZATENANGO,79552800,JUAN FRANCISCO GODOY DAVILA,PEDRO PABLO CRUZ ESPINOZA,DIVERSIFICADO,PRIVADO,RURAL,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),ESCUINTLA,Escuintla,Instituto Tecnológico Proesur,,KM. 92.5 CARRETERA A MAZATENANGO,,['+502 7955 2800'],+502 7955 2800,True,True,ESCUINTLA,SANTA LUCIA COTZUMALGUAPA,INSTITUTO TECNOLOGICO PROESUR KM 92 5 CARRETERA A MAZATENANGO SANTA LUCIA COTZUMALGUAPA,2483933422025855362
05-02-0232-46,05-007,ESCUINTLA,SANTA LUCIA COTZUMALGUAPA,INSTITUTO TECNOLOGICO PROESUR,KM 92.5 FINCA CAMANTULUL,79552800,JUAN FRANCISCO GODOY DAVILA,PEDRO PABLO CRUZ ESPINOZA,DIVERSIFICADO,PRIVADO,RURAL,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),ESCUINTLA,Escuintla,Instituto Tecnologico Proesur,,KM 92.5 FINCA CAMANTULUL,,['+502 7955 2800'],+502 7955 2800,True,True,ESCUINTLA,SANTA LUCIA COTZUMALGUAPA,INSTITUTO TECNOLOGICO PROESUR KM 92 5 FINCA CAMANTULUL SANTA LUCIA COTZUMALGUAPA,4137964701033303445
12-25-0022-46,12-069,SAN MARCOS,SAN CRISTOBAL CUCHO,INSTITUTO TECNOLOGICO SAN CRISTOBAL,5A. CALLE ZONA 3,48180597,OSBERTO MOISES CINTO VELASQUEZ,BRIDMA SUCELY GÓMEZ AGUILAR,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,DIARIO(REGULAR),SAN MARCOS,SanMarcos,Instituto Tecnologico San Cristobal,,5A. CALLE ZONA 3,,['+502 4818 0597'],+502 4818 0597,True,True,SAN MARCOS,SAN CRISTOBAL CUCHO,INSTITUTO TECNOLOGICO SAN CRISTOBAL 5A CALLE ZONA 3 SAN CRISTOBAL CUCHO,-6642560515197895552
12-25-0028-46,12-069,SAN MARCOS,SAN CRISTOBAL CUCHO,INSTITUTO TECNOLÓGICO SAN CRISTÓBAL,5TA. CALLE ZONA 3,48180597,OSBERTO MOISES CINTO VELASQUEZ,BRIDMA SUCELY GÓMEZ AGUILAR,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),SAN MARCOS,SanMarcos,Instituto Tecnológico San Cristóbal,,5TA. CALLE ZONA 3,,['+502 4818 0597'],+502 4818 0597,True,True,SAN MARCOS,SAN CRISTOBAL CUCHO,INSTITUTO TECNOLOGICO SAN CRISTOBAL 5TA CALLE ZONA 3 SAN CRISTOBAL CUCHO,1693597550106163198
02-07-0051-46,02-018,EL PROGRESO,SANARATE,INSTITUTO TECNOLÓGICO SANARATECO,2A AVENIDA 1-76 ZONA 4,47112811,OSMAR JOSUE GONZALEZ HERNANDEZ,CARLOS OVIDIO RAMOS HERRERA,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,SIN JORNADA|DOBLE,SEMIPRESENCIAL (FIN DE SEMANA),EL PROGRESO,ElProgreso,Instituto Tecnológico Sanarateco,,2A AVENIDA 1 - 76 ZONA 4,,['+502 4711 2811'],+502 4711 2811,True,True,EL PROGRESO,SANARATE,INSTITUTO TECNOLOGICO SANARATECO 2A AVENIDA 1 76 ZONA 4 SANARATE,-8052515613159583818
02-07-0264-46,02-006,EL PROGRESO,SANARATE,INSTITUTO TECNOLOGICO SANARATECO,2AV 1-76 ZONA 4 SANARATE,47141991,JACQUELINE SUCELY CABRERA LOAIZA DE LEVY,CARLOS OVIDIO RAMOS HERRERA,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),EL PROGRESO,ElProgreso,Instituto Tecnologico Sanarateco,,2AV 1 - 76 ZONA 4 SANARATE,,['+502 4714 1991'],+502 4714 1991,True,True,EL PROGRESO,SANARATE,INSTITUTO TECNOLOGICO SANARATECO 2AV 1 76 ZONA 4 SANARATE SANARATE,-7547231072830608620
12-02-0117-46,12-127,SAN MARCOS,SAN PEDRO SACATEPEQUEZ,INSTITUTO TECNOLOGICO SPENCER W. KIMBALL,CALLE 29 DE JUNIO 2-12 ZONA 2,77608046,ERICK IVAN DE LEON DE LEON,OSCAR ANDRÉS PAZ GARCÍA,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA|DOBLE|VESPERTINA,DIARIO(REGULAR),SAN MARCOS,SanMarcos,Instituto Tecnologico Spencer W. Kimball,,CALLE 29 DE JUNIO 2 - 12 ZONA 2,,['+502 7760 8046'],+502 7760 8046,True,True,SAN MARCOS,SAN PEDRO SACATEPEQUEZ,INSTITUTO TECNOLOGICO SPENCER W KIMBALL CALLE 29 DE JUNIO 2 12 ZONA 2 SAN PEDRO SACATEPEQUEZ,5943582259229811876
00-09-0019-46,01-503,CIUDAD CAPITAL,ZONA 9,INSTITUTO TECNOLÓGICO SUIZO GUATEMALTECO,2DA AVENIDA 9-03 ZONA 9 GUATEMALA,22999696,NANCY CAROLINA NAVAS GONZÁLEZ,TEMPORAL TITULOS,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA ORIENTE,CiudadCapital,Instituto Tecnológico Suizo Guatemalteco,,2DA AVENIDA 9 - 03 ZONA 9 GUATEMALA,,['+502 2299 9696'],+502 2299 9696,True,True,CIUDAD CAPITAL,ZONA 9,INSTITUTO TECNOLOGICO SUIZO GUATEMALTECO 2DA AVENIDA 9 03 ZONA 9 GUATEMALA ZONA 9,-14109500063842728
16-03-0093-46,16-008,ALTA VERAPAZ,SAN CRISTOBAL VERAPAZ,"INSTITUTO TECNOLOGICO VOCACIONAL ""MARCO TULIO DE LA CRUZ MORALES""","2A. CALLE 4-45 ZONA 4, BARRIO SAN FELIPE",79504929,EMIILIO RUBÉN CAÁL GUALIB,RIGOBERTO HIGINIO SURAM JOM,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE|SIN JORNADA|MATUTINA,FIN DE SEMANA,ALTA VERAPAZ,AltaVerapaz,Instituto Tecnológico Vocacional Marco Tulio de la Cruz Morales,,"2A. CALLE 4 - 45 ZONA 4, BARRIO SAN FELIPE",,['+502 7950 4929'],+502 7950 4929,True,True,ALTA VERAPAZ,SAN CRISTOBAL VERAPAZ,INSTITUTO TECNOLOGICO VOCACIONAL MARCO TULIO DE LA CRUZ MORALES 2A CALLE 4 45 ZONA 4 BARRIO SAN FELIPE SAN CRISTOBAL VERAPAZ,5429836182206490638
16-03-0056-46,16-008,ALTA VERAPAZ,SAN CRISTOBAL VERAPAZ,INSTITUTO TECNOLOGICO VOCACIONAL MARCO TULIO DE LA CRUZ MORALES,"2A. CALLE ZONA 4, BARRIO SAN FELIPE",79504929,EMIILIO RUBÉN CAÁL GUALIB,RIGOBERTO HIGINIO SURAM JOM,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),ALTA VERAPAZ,AltaVerapaz,Instituto Tecnologico Vocacional Marco Tulio de la Cruz Morales,,"2A. CALLE ZONA 4, BARRIO SAN FELIPE",,['+502 7950 4929'],+502 7950 4929,True,True,ALTA VERAPAZ,SAN CRISTOBAL VERAPAZ,INSTITUTO TECNOLOGICO VOCACIONAL MARCO TULIO DE LA CRUZ MORALES 2A CALLE ZONA 4 BARRIO SAN FELIPE SAN CRISTOBAL VERAPAZ,-8942482142020500186
00-01-2872-46,01-403,CIUDAD CAPITAL,ZONA 1,INSTITUTO Y ACADEMIA PRACTICA COMERCIAL (POR MADUREZ),6A. CALLE 0-25,22202869,CARLOS HUMBERTO GONZÁLEZ DE LEÓN,VICTOR MANUEL TICURU,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,GUATEMALA NORTE,CiudadCapital,Instituto y Academia Practica Comercial,por Madurez,6A. CALLE 0 - 25,,['+502 2220 2869'],+502 2220 2869,True,True,CIUDAD CAPITAL,ZONA 1,INSTITUTO Y ACADEMIA PRACTICA COMERCIAL 6A CALLE 0 25 ZONA 1,-8414608725993279950
17-01-0173-46,17-001,PETEN,FLORES,INSTITUTODE EDUCACION DIVERSIFICADA BOKOBA,COLONIA MODELO,53329066,RODOLFO MEDINA,MYNOR ROBERTO PORTILLO ROSADO,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,PETÉN,Peten,Instituto Privado de Educacion Diversificado B0koba,,COLONIA MODELO,,['+502 5332 9066'],+502 5332 9066,True,True,PETEN,FLORES,INSTITUTODE EDUCACION DIVERSIFICADA BOKOBA COLONIA MODELO FLORES,6495522611404827893
01-13-0151-46,01-508,GUATEMALA,FRAIJANES,INTERNATIONAL CHRISTIAN SCHOOL,KM. 16.5 CALLE OLMECA 2-226 ALDEA DON JUSTO,66339900,MANUEL MARIA CANO CASTRO,NANCY ALEIDA EQUITE PADILLA,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA ORIENTE,Guatemala,International Christian School,,KM. 16.5 CALLE OLMECA 2 - 226 ALDEA DON JUSTO,,['+502 6633 9900'],+502 6633 9900,True,True,GUATEMALA,FRAIJANES,INTERNATIONAL CHRISTIAN SCHOOL KM 16 5 CALLE OLMECA 2 226 ALDEA DON JUSTO FRAIJANES,-1928628310692089163
16-01-0690-46,16-031,ALTA VERAPAZ,COBAN,"ISEA ""LA ESCUELA EN SU CASA""",1A. AV. 4-24 ZONA 2,77930803,PATRICIO NAJARRO ASENCIO,LUDWING JOEL NORIEGA MORALES,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,A DISTANCIA,ALTA VERAPAZ,AltaVerapaz,Isea la Escuela en Su Casa,,1A. AVENIDA 4 - 24 ZONA 2,,['+502 7793 0803'],+502 7793 0803,True,True,ALTA VERAPAZ,COBAN,ISEA LA ESCUELA EN SU CASA 1A AVENIDA 4 24 ZONA 2 COBAN,-6117877446753174335
16-01-0909-46,16-031,ALTA VERAPAZ,COBAN,"ISEA ""LA ESCUELA EN SU CASA""","2A. CALLE ""A"" 11-10, ZONA 1",77256954,PATRICIO NAJARRO ASENCIO,LUDWING JOEL NORIEGA MORALES,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,SIN JORNADA,SEMIPRESENCIAL (FIN DE SEMANA),ALTA VERAPAZ,AltaVerapaz,Isea la Escuela en Su Casa,,"2A. CALLE A 11 - 10, ZONA 1",,['+502 7725 6954'],+502 7725 6954,True,True,ALTA VERAPAZ,COBAN,ISEA LA ESCUELA EN SU CASA 2A CALLE A 11 10 ZONA 1 COBAN,8398404340708319393
01-08-0755-46,01-639,GUATEMALA,MIXCO,ISEA ROOSEVELT,"14 AVENIDA 0-22 ZONA 2, COLONA URBANIZACIÓN GONZALEZ",22323194,LUDVIN RICARDO URRUTIA LORENTI,KELITA BETSABÉ NORIEGA MORALES,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,SEMIPRESENCIAL,GUATEMALA OCCIDENTE,Guatemala,Isea Roosevelt,,"14 AVENIDA 0 - 22 ZONA 2, COLONA URBANIZACIÓN GONZALEZ",,['+502 2232 3194'],+502 2232 3194,True,True,GUATEMALA,MIXCO,ISEA ROOSEVELT 14 AVENIDA 0 22 ZONA 2 COLONA URBANIZACION GONZALEZ MIXCO,-7665447102980424371
19-03-0015-46,19-007,ZACAPA,RIO HONDO,LIBERTY COLLEGE,ALDEA LLANO VERDE,55148021,JORGE FRANCISCO ZABALETA MENDEZ,MIRIAM CONSUELO CASTAÑEDA ORELLANA,DIVERSIFICADO,PRIVADO,RURAL,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),ZACAPA,Zacapa,Liberty College,,ALDEA LLANO VERDE,,['+502 5514 8021'],+502 5514 8021,True,True,ZACAPA,RIO HONDO,LIBERTY COLLEGE ALDEA LLANO VERDE RIO HONDO,2774403287821386690
00-07-0100-46,01-619,CIUDAD CAPITAL,ZONA 7,LICEO ADVENTISTA EL PROGRESO,2DA. CALLE 35-44 COLONIA TOLEDO,24386829,JUAN WALDEMAR CABRERA MENDEZ,CLAUDIA ASTRID DAVILA GUTIERREZ,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA OCCIDENTE,CiudadCapital,Liceo Adventista el Progreso,,2DA. CALLE 35 - 44 COLONIA TOLEDO,,['+502 2438 6829'],+502 2438 6829,True,True,CIUDAD CAPITAL,ZONA 7,LICEO ADVENTISTA EL PROGRESO 2DA CALLE 35 44 COLONIA TOLEDO ZONA 7,3422721218142527095
18-02-0400-46,18-011,IZABAL,LIVINGSTON,LICEO ADVENTISTA ELENA G. DE WHITE,BARRIO LA CAPITANIA,54700892,JUAN OSVALDO ESTERO MARTINEZ,MARTA ARLENNE ZETINA ZURITA,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),IZABAL,Izabal,Liceo Adventista Elena G. de White,,BARRIO LA CAPITANIA,,['+502 5470 0892'],+502 5470 0892,True,True,IZABAL,LIVINGSTON,LICEO ADVENTISTA ELENA G DE WHITE BARRIO LA CAPITANIA LIVINGSTON,2123100216952720612
05-09-0037-46,05-015,ESCUINTLA,SAN JOSE,LICEO ALPHA Y OMEGA,AVENIDA 30 DE JUNIO 0-162 ZONA 1,78811783,TELMA ENRIQUETA GRAJEDA MARTINEZ,ALANN ROBERTO GENOVEZ SALAZAR,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA|DOBLE|VESPERTINA,DIARIO(REGULAR),ESCUINTLA,Escuintla,Liceo Alpha y Omega,,AVENIDA 30 DE JUNIO 0 - 162 ZONA 1,,['+502 7881 1783'],+502 7881 1783,True,True,ESCUINTLA,SAN JOSE,LICEO ALPHA Y OMEGA AVENIDA 30 DE JUNIO 0 162 ZONA 1 SAN JOSE,2255732645968821937
